Stock Item Key,WWI Stock Item ID,Stock Item,Color,Selling Package,Buying Package,Size,Lead Time Days,Quantity Per Outer,Is Chiller Stock,Barcode,Tax Rate,Unit Price,Recommended Retail Price,Typical Weight Per Unit
442,139,Furry animal socks (Pink) M,Unknown,Pair,Packet,M,12,12,0,0.0,12,5.0,7.48,0.1
443,140,Furry animal socks (Pink) L,Unknown,Pair,Packet,L,12,12,0,0.0,12,5.0,7.48,0.1
444,141,Furry animal socks (Pink) XL,Unknown,Pair,Packet,XL,12,12,0,0.0,12,5.0,7.48,0.1
445,220,Novelty chilli chocolates 250g,Unknown,Bag,Carton,250g,3,24,1,8300000000000.0,3,8.55,12.23,0.25
446,221,Novelty chilli chocolates 500g,Unknown,Bag,Carton,500g,3,12,1,8300000000000.0,3,14.5,20.74,0.5
447,222,Chocolate beetles 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
448,223,Chocolate echidnas 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
449,224,Chocolate frogs 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
450,225,Chocolate sharks 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
451,226,White chocolate snow balls 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
452,227,White chocolate moon rocks 250g,Unknown,Bag,Carton,250g,3,24,1,8790000000000.0,3,8.55,12.23,0.25
453,74,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,0,0.0,14,285.0,426.08,18.0
454,73,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,0,0.0,14,285.0,426.08,18.0
455,66,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,45.0,67.28,1.8
456,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
457,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
458,63,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
459,62,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
460,61,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
461,60,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
462,59,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
463,58,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
464,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
465,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
466,66,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,45.0,67.28,1.8
467,58,RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
468,59,RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
469,60,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
470,61,RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
471,62,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
472,63,RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,0,0.0,14,25.0,37.38,1.5
473,64,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
474,65,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,0,0.0,14,30.0,44.85,1.7
475,74,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,0,0.0,14,285.0,426.08,18.0
476,73,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,0,0.0,14,285.0,426.08,18.0
477,142,Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,0,0.0,12,18.0,26.91,0.3
478,143,Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,0,0.0,12,18.0,26.91,0.3
479,144,Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,0,0.0,12,18.0,26.91,0.3
480,145,Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,0,0.0,12,18.0,26.91,0.3
481,146,Halloween skull mask (Gray) S,Steel Gray,Each,Carton,S,12,12,0,0.0,12,18.0,26.91,0.3
482,147,Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,0,0.0,12,18.0,26.91,0.3
483,148,Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,0,0.0,12,18.0,26.91,0.3
484,149,Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,0,0.0,12,18.0,26.91,0.3
485,150,Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,0,0.0,2,16.0,23.92,0.25
486,151,Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,0,0.0,2,16.0,23.92,0.25
487,152,Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,0,0.0,2,16.0,23.92,0.25
488,67,Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
489,68,Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
490,69,Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
491,70,Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
492,71,Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
493,72,Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,0,0.0,14,230.0,343.85,15.0
494,73,Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,0,0.0,14,285.0,426.08,18.0
495,74,Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,0,0.0,14,285.0,426.08,18.0
496,75,Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,0,0.0,14,345.0,515.78,21.0
497,137,Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
498,136,Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
499,135,Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
500,134,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
501,133,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
502,132,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
503,131,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
504,130,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
505,129,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
506,128,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
507,127,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
508,126,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
509,125,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
510,124,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
511,123,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
512,122,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
513,121,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
514,120,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
515,119,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
516,118,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
517,118,Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
518,119,Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
519,120,Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
520,121,Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
521,122,Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
522,123,Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
523,124,Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
524,125,Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
525,126,Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
526,127,Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
527,128,Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
528,129,Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
529,130,Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
530,131,Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
531,132,Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
532,133,Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
533,134,Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,0,0.0,12,32.0,47.84,0.35
534,135,Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,0,0.0,12,32.0,47.84,0.35
535,136,Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,0,0.0,12,32.0,47.84,0.35
536,137,Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,0,0.0,12,32.0,47.84,0.4
537,15,USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,0,0.0,14,240.0,358.8,0.5
538,14,USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
539,13,USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
540,12,USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
541,11,USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
542,10,USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
543,9,USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
544,8,USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,0,0.0,14,240.0,358.8,0.5
545,7,USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
546,6,USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
547,5,USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
548,4,USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
549,16,DBA joke mug - mind if I join you? (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
550,17,DBA joke mug - mind if I join you? (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
551,18,DBA joke mug - daaaaaa-ta (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
552,19,DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
553,20,DBA joke mug - you might be a DBA if (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
554,21,DBA joke mug - you might be a DBA if (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
555,22,DBA joke mug - it depends (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
556,23,DBA joke mug - it depends (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
557,24,DBA joke mug - I will get you in order (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
558,25,DBA joke mug - I will get you in order (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
559,26,DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
560,27,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
561,28,DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
562,29,DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
563,30,Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
564,31,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
565,32,Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
566,33,Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
567,34,Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
568,35,Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
569,36,Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
570,37,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
571,38,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
572,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
573,40,"Developer joke mug - (hip, hip, array) (White)",White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
574,41,"Developer joke mug - (hip, hip, array) (Black)",Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
575,42,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
576,43,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
577,44,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
578,45,Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
579,46,Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
580,47,Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
581,48,Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
582,49,Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
583,50,Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
584,51,Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
585,52,IT joke mug - keyboard not found … press F1 to continue (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
586,53,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
587,54,IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
588,55,IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
589,56,IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
590,57,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,0,0.0,12,13.0,19.44,0.15
591,4,USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
592,5,USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
593,6,USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
594,7,USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
595,8,USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,0,0.0,14,240.0,358.8,0.5
596,9,USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
597,10,USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
598,11,USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
599,12,USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
600,13,USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
601,14,USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,0,0.0,14,32.0,47.84,0.05
602,15,USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,0,0.0,14,240.0,358.8,0.5
603,1,USB missile launcher (Green),Unknown,Each,Each,Unknown,14,1,0,0.0,14,25.0,37.38,0.3
604,2,USB rocket launcher (Gray),Steel Gray,Each,Each,Unknown,14,1,0,0.0,14,25.0,37.38,0.3
605,153,Small sized bubblewrap roll 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,4.5,6.73,5.0
606,154,Medium sized bubblewrap roll 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,20.0,29.9,6.0
607,155,Large sized bubblewrap roll 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,24.0,35.88,10.0
608,156,10 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,15.0,22.43,5.0
609,157,10 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,30.0,44.85,6.0
610,158,10 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,105.0,156.98,10.0
611,159,20 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,18.0,26.91,5.0
612,160,20 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,33.0,49.34,6.0
613,161,20 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,108.0,161.46,10.0
614,162,32 mm Double sided bubble wrap 10m,Unknown,Each,Each,10m,14,10,0,0.0,14,22.0,32.89,5.0
615,163,32 mm Double sided bubble wrap 20m,Unknown,Each,Each,20m,14,10,0,0.0,14,37.0,55.32,6.0
616,164,32 mm Double sided bubble wrap 50m,Unknown,Each,Each,50m,14,10,0,0.0,14,112.0,167.44,10.0
617,165,10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,0,0.0,14,26.0,38.87,5.0
618,166,10 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,0,0.0,14,42.0,62.79,6.0
619,167,10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,0,0.0,14,99.0,148.01,10.0
620,168,20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,0,0.0,14,29.0,43.36,5.0
621,169,20 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,0,0.0,14,45.0,67.28,6.0
622,170,20 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,0,0.0,14,102.0,152.49,10.0
623,171,32 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,10m,14,10,0,0.0,14,32.0,47.84,5.0
624,172,32 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,20m,14,10,0,0.0,14,48.0,71.76,6.0
625,173,32 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,50m,14,10,0,0.0,14,105.0,156.98,10.0
626,174,Bubblewrap dispenser (Black) 1.5m,Black,Each,Each,1.5m,14,1,0,0.0,14,240.0,358.8,10.0
627,175,Bubblewrap dispenser (Blue) 1.5m,Blue,Each,Each,1.5m,14,1,0,0.0,14,240.0,358.8,10.0
628,176,Bubblewrap dispenser (Red) 1.5m,Red,Each,Each,1.5m,14,1,0,0.0,14,240.0,358.8,10.0
629,177,Shipping carton (Brown) 413x285x187mm,Unknown,Each,Each,413x285x187mm,14,25,0,0.0,14,1.05,1.57,0.3
630,178,Shipping carton (Brown) 500x310x310mm,Unknown,Each,Each,500x310x310mm,14,25,0,0.0,14,2.55,3.81,0.4
631,179,Shipping carton (Brown) 229x229x229mm,Unknown,Each,Each,229x229x229mm,14,25,0,0.0,14,1.05,1.57,0.3
632,180,Shipping carton (Brown) 279x254x217mm,Unknown,Each,Each,279x254x217mm,14,25,0,0.0,14,1.11,1.66,0.3
633,181,Shipping carton (Brown) 356x229x229mm,Unknown,Each,Each,356x229x229mm,14,25,0,0.0,14,1.14,1.7,0.4
634,182,Shipping carton (Brown) 457x279x279mm,Unknown,Each,Each,457x279x279mm,14,25,0,0.0,14,1.28,1.91,0.4
635,183,Shipping carton (Brown) 480x270x320mm,Unknown,Each,Each,480x270x320mm,14,25,0,0.0,14,2.74,4.1,0.4
636,184,Shipping carton (Brown) 305x305x305mm,Unknown,Each,Each,305x305x305mm,14,25,0,0.0,14,3.5,5.23,0.3
637,185,Shipping carton (Brown) 356x356x279mm,Unknown,Each,Each,356x356x279mm,14,25,0,0.0,14,2.04,3.05,0.3
638,186,Shipping carton (Brown) 457x457x457mm,Unknown,Each,Each,457x457x457mm,14,25,0,0.0,14,2.1,3.14,0.4
639,187,Express post box 5kg (White) 350x280x130mm,Unknown,Each,Each,350x280x130mm,14,25,0,0.0,14,0.95,1.42,0.2
640,188,3 kg Courier post bag (White) 300x190x95mm,Unknown,Each,Each,300x190x95mm,14,25,0,0.0,14,0.66,0.99,0.1
641,189,Clear packaging tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,26,0,0.0,14,2.9,4.34,0.5
642,190,Clear packaging tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,20,0,0.0,14,3.5,5.23,0.7
643,191,Black and orange fragile despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,36,0,0.0,14,3.7,5.53,0.5
644,192,Black and orange fragile despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,36,0,0.0,14,4.1,6.13,0.7
645,193,Black and orange glass with care despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
646,194,Black and orange glass with care despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
647,195,Black and orange handle with care despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
648,196,Black and orange handle with care despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
649,197,Black and orange this way up despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
650,198,Black and orange this way up despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
651,199,Black and yellow heavy despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
652,200,Black and yellow heavy despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
653,201,Red and white urgent despatch tape 48mmx75m,Unknown,Each,Each,48mmx75m,14,24,0,0.0,14,3.7,5.53,0.5
654,202,Red and white urgent heavy despatch tape 48mmx100m,Unknown,Each,Each,48mmx100m,14,24,0,0.0,14,4.1,6.13,0.7
655,203,Tape dispenser (Black),Unknown,Each,Each,Unknown,20,10,0,0.0,20,32.0,47.84,1.0
656,204,Tape dispenser (Red),Unknown,Each,Each,Unknown,20,10,0,0.0,20,32.0,47.84,1.0
657,205,Tape dispenser (Blue),Unknown,Each,Each,Unknown,20,10,0,0.0,20,32.0,47.84,1.0
658,206,Permanent marker black 5mm nib (Black) 5mm,Unknown,Each,Each,5mm,14,12,0,0.0,14,2.7,4.04,0.1
659,207,Permanent marker blue 5mm nib (Blue) 5mm,Unknown,Each,Each,5mm,14,12,0,0.0,14,2.7,4.04,0.1
660,208,Permanent marker red 5mm nib (Red) 5mm,Unknown,Each,Each,5mm,14,12,0,0.0,14,2.7,4.04,0.1
661,209,Packing knife with metal insert blade (Yellow) 9mm,Unknown,Each,Each,9mm,14,5,0,0.0,14,1.89,2.83,0.5
662,210,Packing knife with metal insert blade (Yellow) 18mm,Unknown,Each,Each,18mm,14,5,0,0.0,14,2.4,3.59,0.5
